frequency_ghz,transition_probability
4.971871865570129,0.037109375
4.9756228062457755,0.04052734375
4.979373746921423,0.04833984375
4.98312468759707,0.0556640625
4.986875628272717,0.0595703125
4.990626568948363,0.07568359375
4.994377509624011,0.06787109375
4.9981284502996575,0.0595703125
5.001879390975304,0.06396484375
5.005630331650951,0.0439453125
5.009381272326599,0.05419921875
5.013132213002246,0.03271484375
5.016883153677893,0.033203125
5.0206340943535395,0.0341796875
5.024385035029187,0.03466796875
5.028135975704834,0.0390625
5.031886916380481,0.04150390625
5.035637857056128,0.052734375
5.0393887977317755,0.06982421875
5.043139738407422,0.091796875
5.046890679083069,0.10205078125
5.050641619758716,0.0615234375
5.054392560434364,0.0615234375
5.05814350111001,0.0361328125
5.061894441785657,0.03125
5.0656453824613035,0.033203125
5.069396323136951,0.03125
5.073147263812598,0.041015625
5.076898204488245,0.05517578125
5.080649145163892,0.06689453125
5.0844000858395395,0.119140625
5.088151026515186,0.09912109375
5.091901967190833,0.1396484375
5.09565290786648,0.16552734375
5.099403848542128,0.115234375
5.103154789217775,0.12255859375
5.1069057298934215,0.08837890625
5.110656670569068,0.06298828125
5.114407611244716,0.033203125
5.118158551920362,0.02587890625
5.121909492596009,0.06591796875
5.125660433271656,0.0859375
5.1294113739473035,0.17138671875
5.13316231462295,0.2607421875
5.136913255298597,0.34814453125
5.140664195974244,0.578125
5.144415136649892,0.66845703125
5.148166077325539,0.78662109375
5.1519170180011855,0.87060546875
5.155667958676832,0.93310546875
5.15941889935248,0.9267578125
5.163169840028127,0.85595703125
5.166920780703774,0.8046875
5.170671721379421,0.7109375
5.174422662055068,0.53515625
5.178173602730714,0.42041015625
5.181924543406361,0.302734375
5.185675484082008,0.1748046875
5.189426424757656,0.1083984375
5.193177365433303,0.06201171875
5.1969283061089495,0.03125
5.200679246784596,0.03369140625
5.204430187460244,0.064453125
5.208181128135891,0.08544921875
5.211932068811538,0.09228515625
5.215683009487185,0.13525390625
5.219433950162832,0.1396484375
5.223184890838479,0.11865234375
5.226935831514126,0.1162109375
5.230686772189773,0.11669921875
5.234437712865421,0.06494140625
5.2381886535410676,0.06787109375
5.2419395942167135,0.02734375
5.24569053489236,0.0390625
5.249441475568008,0.03466796875
5.253192416243655,0.044921875
5.256943356919302,0.04052734375
5.260694297594949,0.06103515625
5.264445238270596,0.0673828125
5.268196178946243,0.078125
5.27194711962189,0.05615234375
5.275698060297537,0.08984375
5.279449000973185,0.0537109375
5.2831999416488316,0.04296875
5.286950882324478,0.0625
5.290701823000125,0.037109375
5.294452763675773,0.03662109375
5.29820370435142,0.03369140625
5.301954645027066,0.0419921875
5.305705585702713,0.03564453125
5.30945652637836,0.04345703125
5.313207467054007,0.052734375
5.316958407729654,0.0380859375
5.320709348405302,0.0458984375
5.324460289080949,0.07080078125
5.328211229756596,0.037109375
5.331962170432242,0.0625
5.335713111107889,0.0380859375
5.339464051783537,0.044921875
5.343214992459184,0.04443359375
