00000,00001,10000,10001,10010,10100,11000,00010,00011,00100,00101,00110,01000,01001,01010,01100,11001,00111,01011,01110,10011,10101,10110,11010,11011,11100,01111,11110,11111,01101,10111,11101
18904,305,245,4,2,2,1,116,3,200,4,5,201,6,1,1,,,,,,,,,,,,,,,,
18208,339,143,6,4,1,12,672,37,272,5,61,212,3,12,6,1.0,2.0,1.0,3.0,,,,,,,,,,,,
17051,472,244,8,22,7,26,998,117,392,25,188,356,15,42,12,2.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,
15759,650,171,12,33,7,34,1598,204,383,28,408,540,23,84,12,5.0,20.0,10.0,5.0,,,5.0,6.0,1.0,1.0,1.0,,,,,
13070,724,270,19,125,10,64,3043,387,510,47,520,717,44,240,32,4.0,15.0,33.0,35.0,16.0,2.0,19.0,28.0,4.0,9.0,5.0,4.0,1.0,3.0,,
12373,1073,378,50,134,36,99,2111,340,916,117,599,1040,113,241,84,11.0,59.0,51.0,60.0,20.0,3.0,23.0,28.0,5.0,11.0,7.0,7.0,,8.0,2.0,1.0
9625,992,361,43,156,62,154,3237,475,1397,203,676,1307,145,426,188,24.0,79.0,71.0,93.0,22.0,4.0,40.0,106.0,17.0,28.0,14.0,19.0,2.0,29.0,,5.0
8262,1500,583,102,209,129,249,2480,362,1804,326,608,1470,244,450,312,40.0,147.0,113.0,135.0,27.0,21.0,54.0,155.0,17.0,59.0,22.0,30.0,6.0,62.0,15.0,7.0
7641,1417,477,83,156,109,269,2529,410,1897,364,688,1717,255,517,366,47.0,135.0,139.0,227.0,23.0,15.0,45.0,155.0,27.0,72.0,52.0,48.0,6.0,88.0,13.0,13.0
6475,1913,673,150,170,200,332,2402,319,1937,440,469,1721,428,601,421,75.0,203.0,171.0,212.0,35.0,32.0,43.0,196.0,28.0,83.0,62.0,42.0,10.0,118.0,28.0,11.0
7158,1706,829,178,116,237,279,1110,237,2270,521,416,1996,425,453,571,69.0,268.0,186.0,307.0,20.0,44.0,41.0,118.0,32.0,77.0,93.0,42.0,15.0,138.0,32.0,16.0
5948,1911,684,249,132,335,326,1031,266,2680,692,369,1654,532,466,652,102.0,488.0,196.0,278.0,30.0,66.0,52.0,123.0,40.0,152.0,150.0,45.0,30.0,225.0,65.0,31.0
5677,1675,1018,320,73,545,340,419,235,2735,719,422,1753,488,324,863,100.0,494.0,181.0,364.0,65.0,128.0,95.0,72.0,21.0,177.0,195.0,64.0,50.0,237.0,104.0,47.0
5127,1881,918,338,83,445,358,360,320,2581,847,467,1681,574,329,754,136.0,610.0,220.0,374.0,72.0,157.0,113.0,84.0,40.0,189.0,249.0,60.0,70.0,347.0,153.0,63.0
4811,1589,1331,438,123,642,439,430,328,2325,653,491,1651,572,333,737,161.0,622.0,196.0,385.0,120.0,171.0,168.0,71.0,63.0,211.0,221.0,100.0,87.0,257.0,212.0,62.0
3970,1715,1103,481,220,510,392,967,463,1956,818,630,1479,613,347,662,154.0,706.0,274.0,382.0,154.0,228.0,191.0,116.0,88.0,215.0,307.0,123.0,106.0,313.0,224.0,93.0
3796,1500,1149,472,299,673,463,971,482,1983,687,655,1353,564,351,648,146.0,760.0,226.0,389.0,200.0,254.0,266.0,185.0,81.0,244.0,307.0,120.0,157.0,291.0,245.0,83.0
2964,1334,970,469,534,632,334,1411,580,1844,830,916,1183,473,369,628,182.0,875.0,210.0,411.0,229.0,301.0,347.0,185.0,98.0,239.0,385.0,162.0,163.0,308.0,322.0,112.0
3156,1459,969,441,504,622,347,1351,525,1888,934,835,1078,462,422,620,149.0,863.0,226.0,351.0,181.0,296.0,324.0,239.0,116.0,197.0,387.0,171.0,168.0,284.0,322.0,113.0
2892,1415,1205,654,696,691,426,1326,542,1594,695,760,1101,531,365,563,188.0,780.0,221.0,310.0,274.0,316.0,381.0,261.0,111.0,229.0,371.0,188.0,192.0,244.0,374.0,104.0
